pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-15 b,K2-15,1,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,11.8104,0.00204,-0.00204,0,0.091,0.0018,-0.0018,0,2.48,0.3,-0.3,0,0.221,0.027,-0.027,0,,,,,,,,,,,,,,,,,,676,26,-26,0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5131,69,-65,0,0.68,0.06,-0.03,0,0.72,0.06,-0.03,0,-0.46,0.2,-0.14,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m26.54s,178.1105741,+04d15m16.79s,4.2546649,493.992,9.0765,-9.0765,14.758,0.172,-0.172,12.495,0.026,-0.026,14.4237,0.000374,-0.000374,7/13/2015,2015-08,7/16/2015
K2-15 b,K2-15,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,11.808398,,,0,,,,,3.1,,,0,0.277,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4992,,,0,0.76,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m26.54s,178.1105741,+04d15m16.79s,4.2546649,493.992,9.0765,-9.0765,14.758,0.172,-0.172,12.495,0.026,-0.026,14.4237,0.000374,-0.000374,12/5/2015,2016-01,12/5/2015
K2-15 b,K2-15,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,11.81004,0.0006,-0.00058,0,,,,,3.08,0.44,-0.56,0,0.275,0.039,-0.05,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.8,0.11,-0.13,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m26.54s,178.1105741,+04d15m16.79s,4.2546649,493.992,9.0765,-9.0765,14.758,0.172,-0.172,12.495,0.026,-0.026,14.4237,0.000374,-0.000374,9/5/2019,2019-09,9/5/2019
K2-15 b,K2-15,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,11.8097,0.0014,-0.0014,0,0.0946,0.0027,-0.0027,0,2.84,0.39,-0.39,0,0.253,0.035,-0.035,0,,,,,,,,,,,,,,48,13,-13,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5314,193,-193,0,0.78,0.09,-0.09,0,0.81,0.07,-0.07,0,,,,,,4.57,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m26.54s,178.1105741,+04d15m16.79s,4.2546649,493.992,9.0765,-9.0765,14.758,0.172,-0.172,12.495,0.026,-0.026,14.4237,0.000374,-0.000374,7/14/2016,2016-09,7/18/2016
K2-150 b,K2-150,0,CONFIRMED,Hirano et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,10.59366,0.00069,-0.0007,0,,,,,1.71,0.38,-0.31,0,0.153,0.034,-0.028,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.36,0.07,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h13m22.65s,18.3443908,+08d59m14.76s,8.9874328,102.483,0.802,-0.789,15.784,0.286,-0.286,11.249,0.023,-0.023,14.815,0.000543,-0.000543,9/5/2019,2019-09,9/5/2019
K2-150 b,K2-150,1,CONFIRMED,Hirano et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,10.59357,0.00084,-0.00084,0,0.0727,0.0027,-0.0027,0,2,0.27,-0.21,0,0.178,0.024,-0.019,0,,,,,,,,,,,,,,4.9,1.1,-1.1,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M2.5 V,3499,70,-70,0,0.44,0.04,-0.04,0,0.46,0.05,-0.05,0,0.09,0.12,-0.12,0,[Fe/H],4.82,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h13m22.65s,18.3443908,+08d59m14.76s,8.9874328,102.483,0.802,-0.789,15.784,0.286,-0.286,11.249,0.023,-0.023,14.815,0.000543,-0.000543,2/1/2018,2018-03,2/1/2018
K2-151 b,K2-151,0,CONFIRMED,Hirano et al. 2018,2,1,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,3.835592,0.000023,-0.000023,0,0.0365,0.0014,-0.0014,0,1.35,0.16,-0.14,0,0.12,0.014,-0.012,0,,,,,,,,,,,,,,20.8,4.8,-4.8,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M1.5 V,3585,70,-70,0,0.43,0.04,-0.04,0,0.44,0.05,-0.05,0,-0.32,0.12,-0.12,0,[Fe/H],4.82,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663,69.4798,0.1524,-0.1517,14.175,0.067,-0.067,10.117,0.021,-0.021,13.3119,0.000487,-0.000487,10/24/2018,2018-03,2/1/2018
K2-151 b,K2-151,0,CONFIRMED,Hirano et al. 2018,2,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.83553,0.00011,-0.00011,0,,,,,1.054,0.091,-0.232,0,0.094,0.008,-0.021,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.32,0.01,-0.03,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663,69.4798,0.1524,-0.1517,14.175,0.067,-0.067,10.117,0.021,-0.021,13.3119,0.000487,-0.000487,9/5/2019,2019-09,9/5/2019
K2-151 b,K2-151,1,CONFIRMED,Hirano et al. 2018,2,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,3.835476,0.000266,-0.000256,0,0.0373,0.0002,-0.0002,0,1.49,0.08,-0.08,0,0.133,0.007,-0.007,0,,,,,,,,,,,,,,,,,,566,6,-6,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,3695,32,-32,0,0.45,0.01,-0.01,0,0.47,0.01,-0.01,0,-0.19,0.07,-0.07,0,[Fe/H],4.8,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663,69.4798,0.1524,-0.1517,14.175,0.067,-0.067,10.117,0.021,-0.021,13.3119,0.000487,-0.000487,10/24/2018,2018-12,10/26/2018
K2-151 b,K2-151,0,CONFIRMED,Hirano et al. 2018,2,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,3.835376,0.000264,-0.000253,0,,,,,1.5,0.4,-0.3,0,0.13,0.04,-0.03,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,0.45,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663,69.4798,0.1524,-0.1517,14.175,0.067,-0.067,10.117,0.021,-0.021,13.3119,0.000487,-0.000487,12/14/2017,2018-01,12/14/2017
K2-152 b,K2-152,1,CONFIRMED,Hirano et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,32.6479,0.01141,-0.01483,0,0.1716,0.0012,-0.0012,0,2.29,0.25,-0.24,0,0.204,0.022,-0.021,0,,,,,,,,,,,,,,,,,,337,3,-3,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4044,34,-35,0,0.61,0.01,-0.01,0,0.63,0.01,-0.01,0,0.12,0.09,-0.08,0,[Fe/H],4.67,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h06m31.78s,181.6324078,-05d49m38.75s,-5.8274311,108.449,0.414,-0.411,13.728,0.019,-0.019,10.096,0.021,-0.021,13.0383,0.000522,-0.000522,3/28/2022,2018-08,3/28/2022
K2-152 b,K2-152,0,CONFIRMED,Hirano et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,32.6527,0.0035,-0.0035,0,0.1735,0.0054,-0.0054,0,2.81,0.34,-0.3,0,0.251,0.03,-0.027,0,,,,,,,,,,,,,,2.9,0.7,-0.7,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M0.0 V,3940,70,-70,0,0.63,0.06,-0.06,0,0.65,0.06,-0.06,0,0.09,0.12,-0.12,0,[Fe/H],4.66,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h06m31.78s,181.6324078,-05d49m38.75s,-5.8274311,108.449,0.414,-0.411,13.728,0.019,-0.019,10.096,0.021,-0.021,13.0383,0.000522,-0.000522,7/12/2018,2018-03,2/1/2018
K2-153 b,K2-153,0,CONFIRMED,Hirano et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,7.51554,0.00098,-0.00098,0,0.0601,0.0021,-0.0021,0,2,0.26,-0.22,0,0.178,0.023,-0.02,0,,,,,,,,,,,,,,11.8,2.7,-2.7,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M3.0 V,3720,70,-70,0,0.49,0.05,-0.05,0,0.51,0.06,-0.06,0,-0.26,0.12,-0.12,0,[Fe/H],4.76,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m14.13s,183.8088709,+02d01m15.16s,2.0208765,143.125,0.915,-0.903,14.96,0.045,-0.045,11.207,0.023,-0.023,14.2706,0.000372,-0.000372,7/12/2018,2018-03,2/1/2018
K2-153 b,K2-153,1,CONFIRMED,Hirano et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,7.51574,0.00205,-0.0024,0,0.0614,0.0004,-0.0004,0,2,0.21,-0.18,0,0.178,0.019,-0.016,0,,,,,,,,,,,,,,,,,,497,6,-6,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,3845,37,-37,0,0.53,0.01,-0.01,0,0.55,0.01,-0.01,0,-0.09,0.08,-0.08,0,[Fe/H],4.73,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m14.13s,183.8088709,+02d01m15.16s,2.0208765,143.125,0.915,-0.903,14.96,0.045,-0.045,11.207,0.023,-0.023,14.2706,0.000372,-0.000372,3/28/2022,2018-08,3/28/2022
K2-154 b,K2-154,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,3.67635,0.00017,-0.00017,0,0.0408,0.0012,-0.0012,0,2.23,0.37,-0.24,0,0.199,0.033,-0.021,0,,,,,,,,,,,,,,57.5,12.9,-12.9,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M0.0 V,3978,70,-70,0,0.65,0.07,-0.07,0,0.67,0.06,-0.06,0,0.19,0.12,-0.12,0,[Fe/H],4.64,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217,129.356,0.445,-0.445,13.861,0.126,-0.126,10.368,0.019,-0.019,13.3173,0.000375,-0.000375,7/12/2018,2018-03,2/1/2018
K2-154 b,K2-154,1,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,3.67626,0.0003,-0.00031,0,0.0405,0.0003,-0.0003,0,1.99,0.21,-0.11,0,0.178,0.019,-0.01,0,,,,,,,,,,,,,,,,,,715,9,-8,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4097,40,-45,0,0.63,0.01,-0.01,0,0.65,0.02,-0.01,0,0.21,0.09,-0.1,0,[Fe/H],4.65,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217,129.356,0.445,-0.445,13.861,0.126,-0.126,10.368,0.019,-0.019,13.3173,0.000375,-0.000375,3/28/2022,2018-08,3/28/2022
K2-154 c,K2-154,1,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,7.95486,0.00084,-0.00085,0,0.0677,0.0005,-0.0005,0,2.07,0.18,-0.13,0,0.185,0.016,-0.012,0,,,,,,,,,,,,,,,,,,552,7,-7,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4097,40,-45,0,0.63,0.01,-0.01,0,0.65,0.02,-0.01,0,0.21,0.09,-0.1,0,[Fe/H],4.65,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217,129.356,0.445,-0.445,13.861,0.126,-0.126,10.368,0.019,-0.019,13.3173,0.000375,-0.000375,3/28/2022,2018-08,3/28/2022
K2-154 c,K2-154,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,7.95478,0.00063,-0.00063,0,0.0683,0.0021,-0.0021,0,2.1,0.25,-0.23,0,0.187,0.022,-0.021,0,,,,,,,,,,,,,,20.5,4.6,-4.6,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M0.0 V,3978,70,-70,0,0.65,0.07,-0.07,0,0.67,0.06,-0.06,0,0.19,0.12,-0.12,0,[Fe/H],4.64,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217,129.356,0.445,-0.445,13.861,0.126,-0.126,10.368,0.019,-0.019,13.3173,0.000375,-0.000375,7/12/2018,2018-03,2/1/2018
K2-155 b,K2-155,0,CONFIRMED,Hirano et al. 2018,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,6.34365,0.00028,-0.00028,0,0.0546,0.0019,-0.0019,0,1.55,0.2,-0.17,0,0.138,0.018,-0.015,0,,,,,,,,,,,,,,19.9,4.5,-4.5,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,,3919,70,-70,0,0.53,0.05,-0.05,0,0.54,0.06,-0.06,0,-0.42,0.12,-0.12,0,[Fe/H],4.73,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.469614,+21d21m11.75s,21.3532633,72.7998,0.2864,-0.2841,12.773,0.114,-0.114,9.496,0.017,-0.017,12.2528,0.00023,-0.00023,4/25/2018,2018-03,2/1/2018
K2-155 b,K2-155,1,CONFIRMED,Hirano et al. 2018,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.476L..50D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,6.342,0.002,-0.002,0,0.0562,0.0013,-0.0014,0,1.8,0.2,-0.1,0,0.161,0.018,-0.009,0,,,,,,,,,,,,,,,,,,708,38,-31,0,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.476L..50D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,,4258,150,-150,0,0.58,0.06,-0.03,0,0.65,0.06,-0.03,0,-0.3,0.2,-0.2,0,[Fe/H],4.6,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.469614,+21d21m11.75s,21.3532633,72.7998,0.2864,-0.2841,12.773,0.114,-0.114,9.496,0.017,-0.017,12.2528,0.00023,-0.00023,4/25/2018,2018-05,4/26/2018
K2-155 c,K2-155,0,CONFIRMED,Hirano et al. 2018,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,13.85402,0.00088,-0.00088,0,0.092,0.0032,-0.0032,0,1.95,0.27,-0.22,0,0.174,0.024,-0.02,0,,,,,,,,,,,,,,7,1.6,-1.6,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,,3919,70,-70,0,0.53,0.05,-0.05,0,0.54,0.06,-0.06,0,-0.42,0.12,-0.12,0,[Fe/H],4.73,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.469614,+21d21m11.75s,21.3532633,72.7998,0.2864,-0.2841,12.773,0.114,-0.114,9.496,0.017,-0.017,12.2528,0.00023,-0.00023,4/25/2018,2018-03,2/1/2018
K2-155 c,K2-155,0,CONFIRMED,Hirano et al. 2018,1,3,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,13.85151581,0.00266322,-0.00266322,0,,,,,2.365,1.33,-1.33,0,0.211,0.119,-0.119,0,,,,,,,,,,,,,,9.76,,,0,451,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3893.47,115.36,-115.36,0,0.66,0.07,-0.07,0,,,,,,,,,,4.58,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.469614,+21d21m11.75s,21.3532633,72.7998,0.2864,-0.2841,12.773,0.114,-0.114,9.496,0.017,-0.017,12.2528,0.00023,-0.00023,8/9/2022,2017-07,8/9/2022
K2-155 c,K2-155,1,CONFIRMED,Hirano et al. 2018,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.476L..50D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,13.85,0.006,-0.006,0,0.0946,0.0031,-0.003,0,2.6,0.7,-0.2,0,0.232,0.062,-0.018,0,,,,,,,,,,,,,,,,,,583,52,-35,0,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.476L..50D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,,4258,150,-150,0,0.58,0.06,-0.03,0,0.65,0.06,-0.03,0,-0.3,0.2,-0.2,0,[Fe/H],4.6,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.469614,+21d21m11.75s,21.3532633,72.7998,0.2864,-0.2841,12.773,0.114,-0.114,9.496,0.017,-0.017,12.2528,0.00023,-0.00023,4/25/2018,2018-05,4/26/2018
K2-155 d,K2-155,0,CONFIRMED,Hirano et al. 2018,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,40.6835,0.0031,-0.0031,0,0.1886,0.0066,-0.0066,0,1.64,0.18,-0.17,0,0.146,0.016,-0.015,0,,,,,,,,,,,,,,1.67,0.38,-0.38,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,,3919,70,-70,0,0.53,0.05,-0.05,0,0.54,0.06,-0.06,0,-0.42,0.12,-0.12,0,[Fe/H],4.73,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.469614,+21d21m11.75s,21.3532633,72.7998,0.2864,-0.2841,12.773,0.114,-0.114,9.496,0.017,-0.017,12.2528,0.00023,-0.00023,4/25/2018,2018-03,2/1/2018
